program,rewrite_id,dataset,variant,run,relation,rule_kind,rule,rule_runtime_ms,rule_num_tuples,rule_source
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3722.408,2498908,5_adoms_weggehaald.dl [10:1-13:16]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2,
   z2 != x.",2575.153,0,5_adoms_weggehaald.dl [26:1-26:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2.",2526.137,0,5_adoms_weggehaald.dl [23:1-23:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   z2 != x.",2615.647,0,5_adoms_weggehaald.dl [24:1-24:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2568.909,0,5_adoms_weggehaald.dl [20:1-20:107]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2.",2528.783,0,5_adoms_weggehaald.dl [17:1-17:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   z2 != x.",2560.861,0,5_adoms_weggehaald.dl [18:1-18:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2551.486,0,5_adoms_weggehaald.dl [32:1-32:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2.",2569.982,0,5_adoms_weggehaald.dl [29:1-29:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   z2 != x.",2557.599,0,5_adoms_weggehaald.dl [30:1-30:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2,
   z2 != x.",2572.619,0,5_adoms_weggehaald.dl [38:1-38:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2.",2566.889,0,5_adoms_weggehaald.dl [35:1-35:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   z2 != x.",2552.419,0,5_adoms_weggehaald.dl [36:1-36:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3693.406,2498908,5_adoms_weggehaald.dl [10:1-13:16]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2,
   z2 != x.",2553.93,0,5_adoms_weggehaald.dl [26:1-26:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2.",2562.432,0,5_adoms_weggehaald.dl [23:1-23:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   z2 != x.",2551.882,0,5_adoms_weggehaald.dl [24:1-24:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2616.303,0,5_adoms_weggehaald.dl [20:1-20:107]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2.",2546.614,0,5_adoms_weggehaald.dl [17:1-17:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   z2 != x.",2619.46,0,5_adoms_weggehaald.dl [18:1-18:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2564.092,0,5_adoms_weggehaald.dl [32:1-32:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2.",2578.37,0,5_adoms_weggehaald.dl [29:1-29:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   z2 != x.",2558.789,0,5_adoms_weggehaald.dl [30:1-30:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2,
   z2 != x.",2540.174,0,5_adoms_weggehaald.dl [38:1-38:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2.",2573.648,0,5_adoms_weggehaald.dl [35:1-35:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   z2 != x.",2530.029,0,5_adoms_weggehaald.dl [36:1-36:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3763.875,2498908,5_adoms_weggehaald.dl [10:1-13:16]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2,
   z2 != x.",2519.879,0,5_adoms_weggehaald.dl [26:1-26:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2.",2519.0,0,5_adoms_weggehaald.dl [23:1-23:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   z2 != x.",2496.599,0,5_adoms_weggehaald.dl [24:1-24:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2516.747,0,5_adoms_weggehaald.dl [20:1-20:107]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2.",2588.678,0,5_adoms_weggehaald.dl [17:1-17:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   z2 != x.",2536.985,0,5_adoms_weggehaald.dl [18:1-18:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2527.083,0,5_adoms_weggehaald.dl [32:1-32:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2.",2523.0,0,5_adoms_weggehaald.dl [29:1-29:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   z2 != x.",2530.731,0,5_adoms_weggehaald.dl [30:1-30:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2,
   z2 != x.",2543.63,0,5_adoms_weggehaald.dl [38:1-38:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2.",2537.043,0,5_adoms_weggehaald.dl [35:1-35:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   z2 != x.",2521.546,0,5_adoms_weggehaald.dl [36:1-36:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3849.783,2498908,5_adoms_weggehaald.dl [10:1-13:16]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2,
   z2 != x.",2537.756,0,5_adoms_weggehaald.dl [26:1-26:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2.",2552.703,0,5_adoms_weggehaald.dl [23:1-23:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   z2 != x.",2529.689,0,5_adoms_weggehaald.dl [24:1-24:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2541.035,0,5_adoms_weggehaald.dl [20:1-20:107]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2.",2524.141,0,5_adoms_weggehaald.dl [17:1-17:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   z2 != x.",2545.459,0,5_adoms_weggehaald.dl [18:1-18:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2512.598,0,5_adoms_weggehaald.dl [32:1-32:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2.",2546.361,0,5_adoms_weggehaald.dl [29:1-29:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   z2 != x.",2551.635,0,5_adoms_weggehaald.dl [30:1-30:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2,
   z2 != x.",2553.788,0,5_adoms_weggehaald.dl [38:1-38:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2.",2556.413,0,5_adoms_weggehaald.dl [35:1-35:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   z2 != x.",2518.219,0,5_adoms_weggehaald.dl [36:1-36:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3771.394,2498908,5_adoms_weggehaald.dl [10:1-13:16]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2,
   z2 != x.",2515.478,0,5_adoms_weggehaald.dl [26:1-26:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2.",2524.976,0,5_adoms_weggehaald.dl [23:1-23:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   z2 != x.",2498.185,0,5_adoms_weggehaald.dl [24:1-24:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2530.495,0,5_adoms_weggehaald.dl [20:1-20:107]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2.",2564.639,0,5_adoms_weggehaald.dl [17:1-17:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   z2 != x.",2594.47,0,5_adoms_weggehaald.dl [18:1-18:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2514.247,0,5_adoms_weggehaald.dl [32:1-32:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2.",2517.238,0,5_adoms_weggehaald.dl [29:1-29:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   z2 != x.",2499.519,0,5_adoms_weggehaald.dl [30:1-30:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2,
   z2 != x.",2541.485,0,5_adoms_weggehaald.dl [38:1-38:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2.",2520.221,0,5_adoms_weggehaald.dl [35:1-35:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   z2 != x.",2490.344,0,5_adoms_weggehaald.dl [36:1-36:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3735.167,2498908,5_adoms_weggehaald.dl [10:1-13:16]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2,
   z2 != x.",2574.325,0,5_adoms_weggehaald.dl [26:1-26:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2.",2555.557,0,5_adoms_weggehaald.dl [23:1-23:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   z2 != x.",2515.513,0,5_adoms_weggehaald.dl [24:1-24:93]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2531.273,0,5_adoms_weggehaald.dl [20:1-20:107]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2.",2512.614,0,5_adoms_weggehaald.dl [17:1-17:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   z2 != x.",2516.464,0,5_adoms_weggehaald.dl [18:1-18:100]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2505.743,0,5_adoms_weggehaald.dl [32:1-32:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2.",2526.464,0,5_adoms_weggehaald.dl [29:1-29:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   z2 != x.",2519.11,0,5_adoms_weggehaald.dl [30:1-30:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2,
   z2 != x.",2525.913,0,5_adoms_weggehaald.dl [38:1-38:106]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2.",2499.513,0,5_adoms_weggehaald.dl [35:1-35:99]
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   z2 != x.",2516.703,0,5_adoms_weggehaald.dl [36:1-36:99]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3717.041,2498908,5_adoms_weggehaald.dl [10:1-13:16]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2,
   z2 != x.",2524.023,0,5_adoms_weggehaald.dl [26:1-26:100]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   y != z2.",2531.578,0,5_adoms_weggehaald.dl [23:1-23:93]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   x != y,
   z2 != x.",2506.062,0,5_adoms_weggehaald.dl [24:1-24:93]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2517.811,0,5_adoms_weggehaald.dl [20:1-20:107]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   y != z2.",2521.369,0,5_adoms_weggehaald.dl [17:1-17:100]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   x != z1,
   y != z1,
   x != y,
   z2 != x.",2545.269,0,5_adoms_weggehaald.dl [18:1-18:100]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2,
   z2 != x.",2539.123,0,5_adoms_weggehaald.dl [32:1-32:106]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   y != z2.",2608.514,0,5_adoms_weggehaald.dl [29:1-29:99]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   y != z1,
   x != y,
   z2 != x.",2552.769,0,5_adoms_weggehaald.dl [30:1-30:99]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2,
   z2 != x.",2534.564,0,5_adoms_weggehaald.dl [38:1-38:106]
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   edge(z2,x),
   y != x,
   z1 != x,
   x != y,
   y != z2.",2521.064,0,5_adoms_weggehaald.dl [35:1-35:99]
