program,rewrite_id,dataset,variant,run,total_runtime_ms,total_runtime_s,peak_rss_kb
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,20,0.644,0.000644,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,21,0.582,0.000582,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,22,0.656,0.000656,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,23,0.579,0.000579,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,24,0.571,0.000571,4736
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,25,1.404,0.001404,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,26,0.719,0.000719,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,27,0.708,0.000708,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,28,0.603,0.000603,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,29,0.554,0.000554,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,3,0.608,0.000608,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,30,1.339,0.001339,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,4,1.294,0.001294,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,5,0.567,0.000567,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,6,0.787,0.000787,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,7,0.991,0.000991,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,8,1.36,0.00136,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,9,0.619,0.000619,4864
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,1,6527.876,6.527876,63488
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,10,6458.99,6.45899,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,11,6505.996,6.505996,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,12,6467.526,6.467526,63872
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,13,6454.17,6.45417,63488
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,14,6516.748,6.516748,63744
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,15,6595.511,6.595511,63488
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,16,6463.905,6.463905,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,17,6535.752,6.535752,63360
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,18,6517.919,6.517919,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,19,6706.843,6.706843,63488
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,2,6436.85,6.43685,63872
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,20,6482.332,6.482332,63744
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,21,6471.978,6.471978,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,22,6461.504,6.461504,63488
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,23,6449.79,6.44979,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,24,6483.062,6.483062,63872
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,25,6586.443,6.586443,63232
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,26,6622.971,6.622971,63744
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,27,6444.898,6.444898,63488
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,28,6484.85,6.48485,63360
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,29,6400.268,6.400268,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,3,6394.269,6.394269,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,30,6448.87,6.44887,63744
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,4,6466.53,6.46653,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,5,6442.957,6.442957,63744
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,6,6561.122,6.561122,63616
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,7,6473.962,6.473962,63488
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,8,6552.57,6.55257,63744
5_adoms_weggehaald,5,5000nodes_0p02density,noopt,9,6434.732,6.434732,63744
5_adoms_weggehaald,5,5000nodes_0p02density,std,1,6384.148,6.384148,63360
5_adoms_weggehaald,5,5000nodes_0p02density,std,10,6443.576,6.443576,63616
5_adoms_weggehaald,5,5000nodes_0p02density,std,11,6340.455,6.340455,63744
5_adoms_weggehaald,5,5000nodes_0p02density,std,12,6350.253,6.350253,63872
5_adoms_weggehaald,5,5000nodes_0p02density,std,13,6463.415,6.463415,63232
5_adoms_weggehaald,5,5000nodes_0p02density,std,14,6449.517,6.449517,63616
5_adoms_weggehaald,5,5000nodes_0p02density,std,15,6411.222,6.411222,63616
5_adoms_weggehaald,5,5000nodes_0p02density,std,16,6382.838,6.382838,63616
5_adoms_weggehaald,5,5000nodes_0p02density,std,17,6413.758,6.413758,63872
5_adoms_weggehaald,5,5000nodes_0p02density,std,18,6485.453,6.485453,63360
5_adoms_weggehaald,5,5000nodes_0p02density,std,19,6475.097,6.475097,63360
5_adoms_weggehaald,5,5000nodes_0p02density,std,2,6517.63,6.51763,63488
5_adoms_weggehaald,5,5000nodes_0p02density,std,20,6376.832,6.376832,63744
5_adoms_weggehaald,5,5000nodes_0p02density,std,21,6466.847,6.466847,63616
5_adoms_weggehaald,5,5000nodes_0p02density,std,22,6562.213,6.562213,63744
5_adoms_weggehaald,5,5000nodes_0p02density,std,23,6460.737,6.460737,63488
5_adoms_weggehaald,5,5000nodes_0p02density,std,24,6445.635,6.445635,63488
5_adoms_weggehaald,5,5000nodes_0p02density,std,25,6561.68,6.56168,63744
5_adoms_weggehaald,5,5000nodes_0p02density,std,26,6677.976,6.677976,63488
5_adoms_weggehaald,5,5000nodes_0p02density,std,27,6560.867,6.560867,63744
5_adoms_weggehaald,5,5000nodes_0p02density,std,28,6434.059,6.434059,63744
5_adoms_weggehaald,5,5000nodes_0p02density,std,29,6444.402,6.444402,63872
5_adoms_weggehaald,5,5000nodes_0p02density,std,3,6665.222,6.665222,64000
5_adoms_weggehaald,5,5000nodes_0p02density,std,30,6475.554,6.475554,63616
5_adoms_weggehaald,5,5000nodes_0p02density,std,4,6620.2,6.6202,63104
5_adoms_weggehaald,5,5000nodes_0p02density,std,5,6714.377,6.714377,63232
5_adoms_weggehaald,5,5000nodes_0p02density,std,6,6492.465,6.492465,63488
5_adoms_weggehaald,5,5000nodes_0p02density,std,7,6416.707,6.416707,63616
5_adoms_weggehaald,5,5000nodes_0p02density,std,8,6546.929,6.546929,63360
5_adoms_weggehaald,5,5000nodes_0p02density,std,9,6665.891,6.665891,63744
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,1,36529.92,36.52992,333952
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,10,36127.805,36.127805,333696
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,11,36410.489,36.410489,334464
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,12,36513.419,36.513419,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,13,36510.475,36.510475,333952
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,14,36844.142,36.844142,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,15,36624.676,36.624676,334080
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,16,36717.484,36.717484,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,17,36483.784,36.483784,334080
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,18,36423.437,36.423437,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,19,36689.795,36.689795,334336
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,2,36603.115,36.603115,333952
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,20,36976.447,36.976447,334464
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,21,36511.917,36.511917,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,22,36899.234,36.899234,334080
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,23,36334.103,36.334103,334464
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,24,36484.907,36.484907,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,25,36420.344,36.420344,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,26,36511.647,36.511647,334336
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,27,36513.401,36.513401,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,28,36536.463,36.536463,333952
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,29,36627.55,36.62755,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,3,36938.584,36.938584,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,30,36773.755,36.773755,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,4,36650.875,36.650875,334080
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,5,36690.436,36.690436,334208
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,6,36295.069,36.295069,333952
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,7,36697.942,36.697942,333696
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,8,36227.722,36.227722,334336
5_adoms_weggehaald,5,5000nodes_0p1density,noopt,9,36191.712,36.191712,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,1,36303.545,36.303545,334336
5_adoms_weggehaald,5,5000nodes_0p1density,std,10,36439.119,36.439119,334080
5_adoms_weggehaald,5,5000nodes_0p1density,std,11,36707.86,36.70786,334464
5_adoms_weggehaald,5,5000nodes_0p1density,std,12,36554.636,36.554636,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,13,36395.606,36.395606,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,14,36658.526,36.658526,334080
5_adoms_weggehaald,5,5000nodes_0p1density,std,15,36361.724,36.361724,333824
5_adoms_weggehaald,5,5000nodes_0p1density,std,16,36626.828,36.626828,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,17,36315.952,36.315952,334464
5_adoms_weggehaald,5,5000nodes_0p1density,std,18,36580.069,36.580069,334080
5_adoms_weggehaald,5,5000nodes_0p1density,std,19,36462.142,36.462142,334080
5_adoms_weggehaald,5,5000nodes_0p1density,std,2,36392.655,36.392655,334080
5_adoms_weggehaald,5,5000nodes_0p1density,std,20,36398.365,36.398365,333952
5_adoms_weggehaald,5,5000nodes_0p1density,std,21,36536.078,36.536078,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,22,36671.875,36.671875,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,23,36309.002,36.309002,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,24,36641.176,36.641176,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,25,36702.07,36.70207,334336
5_adoms_weggehaald,5,5000nodes_0p1density,std,26,36755.814,36.755814,333952
5_adoms_weggehaald,5,5000nodes_0p1density,std,27,36707.182,36.707182,334080
5_adoms_weggehaald,5,5000nodes_0p1density,std,28,36815.815,36.815815,334336
5_adoms_weggehaald,5,5000nodes_0p1density,std,29,36798.71,36.79871,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,3,36394.357,36.394357,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,30,36599.17,36.59917,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,4,36534.902,36.534902,333952
5_adoms_weggehaald,5,5000nodes_0p1density,std,5,36479.815,36.479815,334464
5_adoms_weggehaald,5,5000nodes_0p1density,std,6,36716.197,36.716197,333952
5_adoms_weggehaald,5,5000nodes_0p1density,std,7,36572.743,36.572743,334208
5_adoms_weggehaald,5,5000nodes_0p1density,std,8,36516.659,36.516659,333824
5_adoms_weggehaald,5,5000nodes_0p1density,std,9,36664.051,36.664051,333952
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,1,81244.751,81.244751,674432
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,10,81073.328,81.073328,674304
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,11,80769.055,80.769055,674432
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,12,80287.27,80.28727,674176
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,13,80742.401,80.742401,674432
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,14,80676.286,80.676286,674432
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,15,80461.847,80.461847,674304
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,16,81665.481,81.665481,674304
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,17,81585.151,81.585151,674560
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,18,81241.933,81.241933,674048
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,19,81832.226,81.832226,674304
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,2,82243.498,82.243498,674432
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,20,80307.841,80.307841,674048
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,21,80585.901,80.585901,674176
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,22,81060.315,81.060315,674560
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,23,79775.072,79.775072,674688
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,24,81268.459,81.268459,674176
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,25,81065.827,81.065827,674432
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,26,80346.368,80.346368,674176
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,27,81251.487,81.251487,674688
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,28,79947.105,79.947105,674432
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,29,79987.001,79.987001,674560
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,3,80751.429,80.751429,674176
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,30,80458.472,80.458472,674304
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,4,80827.558,80.827558,674688
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,5,80484.625,80.484625,674560
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,6,80355.865,80.355865,674304
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,7,80621.028,80.621028,674176
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,8,80101.689,80.101689,674304
5_adoms_weggehaald,5,5000nodes_0p2density,noopt,9,80119.977,80.119977,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,1,81010.291,81.010291,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,10,80346.855,80.346855,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,11,80590.028,80.590028,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,12,80877.75,80.87775,674560
5_adoms_weggehaald,5,5000nodes_0p2density,std,13,80341.518,80.341518,674688
5_adoms_weggehaald,5,5000nodes_0p2density,std,14,80617.081,80.617081,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,15,79628.006,79.628006,674432
5_adoms_weggehaald,5,5000nodes_0p2density,std,16,81165.487,81.165487,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,17,80771.454,80.771454,674432
5_adoms_weggehaald,5,5000nodes_0p2density,std,18,80348.032,80.348032,674560
5_adoms_weggehaald,5,5000nodes_0p2density,std,19,80025.189,80.025189,673920
5_adoms_weggehaald,5,5000nodes_0p2density,std,2,80915.439,80.915439,674176
5_adoms_weggehaald,5,5000nodes_0p2density,std,20,81095.838,81.095838,674432
5_adoms_weggehaald,5,5000nodes_0p2density,std,21,80371.954,80.371954,674560
5_adoms_weggehaald,5,5000nodes_0p2density,std,22,80940.705,80.940705,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,23,79409.783,79.409783,674176
5_adoms_weggehaald,5,5000nodes_0p2density,std,24,80885.673,80.885673,674560
5_adoms_weggehaald,5,5000nodes_0p2density,std,25,82089.967,82.089967,674176
5_adoms_weggehaald,5,5000nodes_0p2density,std,26,81795.039,81.795039,674432
5_adoms_weggehaald,5,5000nodes_0p2density,std,27,81672.637,81.672637,674048
5_adoms_weggehaald,5,5000nodes_0p2density,std,28,81517.98,81.51798,674048
5_adoms_weggehaald,5,5000nodes_0p2density,std,29,82231.735,82.231735,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,3,80103.986,80.103986,674176
5_adoms_weggehaald,5,5000nodes_0p2density,std,30,81284.844,81.284844,674048
5_adoms_weggehaald,5,5000nodes_0p2density,std,4,81207.741,81.207741,674560
5_adoms_weggehaald,5,5000nodes_0p2density,std,5,80747.563,80.747563,674048
5_adoms_weggehaald,5,5000nodes_0p2density,std,6,80742.678,80.742678,674176
5_adoms_weggehaald,5,5000nodes_0p2density,std,7,80539.945,80.539945,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,8,80443.252,80.443252,674304
5_adoms_weggehaald,5,5000nodes_0p2density,std,9,81450.903,81.450903,674048
5_adoms_weggehaald,5,50nodes_0p02density,noopt,1,0.565,0.000565,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,10,0.688,0.000688,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,11,0.59,0.00059,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,12,0.557,0.000557,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,13,0.678,0.000678,4736
5_adoms_weggehaald,5,50nodes_0p02density,noopt,14,0.587,0.000587,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,15,0.667,0.000667,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,16,0.628,0.000628,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,17,0.711,0.000711,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,18,1.206,0.001206,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,19,1.285,0.001285,4736
5_adoms_weggehaald,5,50nodes_0p02density,noopt,2,0.788,0.000788,4736
5_adoms_weggehaald,5,50nodes_0p02density,noopt,20,0.584,0.000584,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,21,0.776,0.000776,4736
5_adoms_weggehaald,5,50nodes_0p02density,noopt,22,0.619,0.000619,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,23,0.585,0.000585,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,24,0.658,0.000658,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,25,0.756,0.000756,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,26,1.242,0.001242,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,27,1.262,0.001262,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,28,1.41,0.00141,4736
5_adoms_weggehaald,5,50nodes_0p02density,noopt,29,0.583,0.000583,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,3,0.655,0.000655,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,30,0.615,0.000615,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,4,0.627,0.000627,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,5,0.701,0.000701,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,6,0.715,0.000715,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,7,0.724,0.000724,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,8,0.843,0.000843,4864
5_adoms_weggehaald,5,50nodes_0p02density,noopt,9,0.725,0.000725,4736
5_adoms_weggehaald,5,50nodes_0p02density,std,1,0.557,0.000557,4736
5_adoms_weggehaald,5,50nodes_0p02density,std,10,0.793,0.000793,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,11,1.308,0.001308,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,12,0.633,0.000633,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,13,0.633,0.000633,4736
5_adoms_weggehaald,5,50nodes_0p02density,std,14,0.683,0.000683,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,15,1.368,0.001368,4736
5_adoms_weggehaald,5,50nodes_0p02density,std,16,0.527,0.000527,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,17,0.876,0.000876,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,18,0.758,0.000758,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,19,0.524,0.000524,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,2,0.519,0.000519,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,20,1.245,0.001245,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,21,0.547,0.000547,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,22,1.359,0.001359,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,23,1.252,0.001252,4480
5_adoms_weggehaald,5,50nodes_0p02density,std,24,0.559,0.000559,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,25,0.603,0.000603,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,26,0.606,0.000606,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,27,0.564,0.000564,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,28,0.59,0.00059,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,29,1.296,0.001296,4736
5_adoms_weggehaald,5,50nodes_0p02density,std,3,0.867,0.000867,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,30,0.568,0.000568,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,4,0.753,0.000753,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,5,0.744,0.000744,4736
5_adoms_weggehaald,5,50nodes_0p02density,std,6,0.682,0.000682,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,7,0.964,0.000964,4864
5_adoms_weggehaald,5,50nodes_0p02density,std,8,0.597,0.000597,4736
5_adoms_weggehaald,5,50nodes_0p02density,std,9,0.562,0.000562,4736
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,1,7261.572,7.261572,62464
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,10,7310.771,7.310771,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,11,7063.739,7.063739,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,12,7186.079,7.186079,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,13,7106.958,7.106958,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,14,7232.747,7.232747,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,15,7310.219,7.310219,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,16,7111.353,7.111353,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,17,7431.53,7.43153,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,18,7109.749,7.109749,62464
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,19,7340.265,7.340265,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,2,7086.252,7.086252,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,20,7215.459,7.215459,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,21,7249.389,7.249389,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,22,7096.922,7.096922,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,23,7288.556,7.288556,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,24,7066.275,7.066275,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,25,7235.722,7.235722,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,26,7286.156,7.286156,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,27,7448.584,7.448584,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,28,7401.47,7.40147,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,29,7485.25,7.48525,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,3,7253.263,7.253263,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,30,7475.195,7.475195,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,4,7375.07,7.37507,61824
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,5,7113.982,7.113982,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,6,7289.274,7.289274,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,7,7039.923,7.039923,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,8,7345.928,7.345928,61824
6_laatste_optimalisaties,6,5000nodes_0p02density,noopt,9,7335.028,7.335028,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,1,7434.226,7.434226,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,std,10,7301.551,7.301551,61824
6_laatste_optimalisaties,6,5000nodes_0p02density,std,11,7118.505,7.118505,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,12,7249.701,7.249701,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,std,13,7057.645,7.057645,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,14,7271.823,7.271823,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,15,7312.254,7.312254,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,16,7298.395,7.298395,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,17,7092.023,7.092023,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,18,7160.756,7.160756,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,std,19,7113.962,7.113962,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,2,7276.173,7.276173,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,std,20,7457.434,7.457434,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,21,7158.783,7.158783,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,22,7039.495,7.039495,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,std,23,7163.275,7.163275,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,24,7299.052,7.299052,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,std,25,7444.157,7.444157,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,26,7108.095,7.108095,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,std,27,7142.343,7.142343,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,std,28,7155.218,7.155218,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,std,29,7207.056,7.207056,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,std,3,7099.774,7.099774,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,std,30,7058.662,7.058662,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,std,4,7162.205,7.162205,62464
6_laatste_optimalisaties,6,5000nodes_0p02density,std,5,7196.776,7.196776,61952
6_laatste_optimalisaties,6,5000nodes_0p02density,std,6,7489.946,7.489946,62080
6_laatste_optimalisaties,6,5000nodes_0p02density,std,7,7300.602,7.300602,62336
6_laatste_optimalisaties,6,5000nodes_0p02density,std,8,7202.002,7.202002,62208
6_laatste_optimalisaties,6,5000nodes_0p02density,std,9,7318.232,7.318232,62336
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,1,0.346,0.000346,4608
